"Sequence Name","coded_by"
"XP_020895785","XM_021040126.1:57..380"
"XP_020895784","XM_021040125.1:1005..2234"
"XP_020895783","XM_021040124.1:1005..2294"
"XP_020895781","XM_021040122.1:30..2366"
"XP_020895782","XM_021040123.1:63..2399"
"XP_020895780","XM_021040121.1:253..8418"
"XP_020895778","XM_021040119.1:542..1009"
"XP_020895779","XM_021040120.1:1..1491"
"XP_020895777","XM_021040118.1:352..3210"
"XP_020895775","XM_021040116.1:353..3301"
"XP_020895776","XM_021040117.1:353..3295"
"XP_020895774","XM_021040115.1:353..3385"
"XP_020895773","XM_021040114.1:374..1156"
"XP_020895772","XM_021040113.1:148..1518"
"XP_020895771","XM_021040112.1:66..1925"
"XP_020895770","XM_021040111.1:60..692"
"XP_020895769","XM_021040110.1:57..>1148"
"XP_020895768","XM_021040109.1:80..1198"
"XP_020895767","XM_021040108.1:17..436"
"XP_020895766","XM_021040107.1:1..1059"
"XP_020895765","XM_021040106.1:230..2824"
"XP_020895764","XM_021040105.1:1..1215"
"XP_020895762","XM_021040103.1:22..2835"
"XP_020895761","XM_021040102.1:187..1152"
"XP_020895760","XM_021040101.1:77..853"
"XP_020895763","XM_021040104.1:100..1794"
"XP_020895759","XM_021040100.1:1..390"
"XP_020895758","XM_021040099.1:87..1304"
"XP_020895757","XM_021040098.1:1..3084"
"XP_020895786","XM_021040127.1:939..2918"
"XP_020895862","XM_021040203.1:265..2244"
"XP_020895756","XM_021040097.1:1..1011"
"XP_020895755","XM_021040096.1:1..2382"
"XP_020895754","XM_021040095.1:1..534"
"XP_020895752","XM_021040093.1:148..777"
"XP_020895751","XM_021040092.1:36..794"
"XP_020895753","XM_021040094.1:45..1352"
"XP_020895750","XM_021040091.1:71..1582"
"XP_020895749","XM_021040090.1:1..495"
"XP_020895748","XM_021040089.1:50..2719"
"XP_020895747","XM_021040088.1:9..293"
"XP_020895745","XM_021040086.1:345..2315"
"XP_020895746","XM_021040087.1:206..2176"
"XP_020895743","XM_021040084.1:195..1379"
"XP_020895740","XM_021040081.1:9..773"
"XP_020895741","XM_021040082.1:9..752"
"XP_020895742","XM_021040083.1:9..716"
"XP_020895744","XM_021040085.1:261..2720"
"XP_020895739","XM_021040080.1:125..1045"
"XP_020895737","XM_021040078.1:252..1805"
"XP_020895738","XM_021040079.1:244..1797"
"XP_020895735","XM_021040076.1:293..2185"
"XP_020895736","XM_021040077.1:257..2143"
"XP_020895733","XM_021040074.1:257..2158"
"XP_020895734","XM_021040075.1:202..2103"
"XP_020895732","XM_021040073.1:104..1417"
"XP_020895730","XM_021040071.1:60..620"
"XP_020895729","XM_021040070.1:127..396"
"XP_020895728","XM_021040069.1:127..585"
"XP_020895727","XM_021040068.1:21..950"
"XP_020895731","XM_021040072.1:2..1516"
"XP_020895726","XM_021040067.1:120..1688"
"XP_020895725","XM_021040066.1:131..1669"
"XP_020895724","XM_021040065.1:13..1431"
"XP_020895723","XM_021040064.1:81..2564"
"XP_020895722","XM_021040063.1:81..2687"
"XP_020895721","XM_021040062.1:166..573"
"XP_020895719","XM_021040060.1:<1..480"
"XP_020895718","XM_021040059.1:<1..816"
"XP_020895717","XM_021040058.1:394..>1123"
"XP_020895720","XM_021040061.1:7..321"
"XP_020895716","XM_021040057.1:843"
"XP_020895715","XM_021040056.1:247..>924"
"XP_020895714","XM_021040055.1:1..765"
"XP_020895713","XM_021040054.1:373..3183"
"XP_020895712","XM_021040053.1:502..1458"
"XP_020895711","XM_021040052.1:7..2520"
"XP_020895709","XM_021040050.1:1..1962"
"XP_020895708","XM_021040049.1:507..2522"
"XP_020895707","XM_021040048.1:1..2061"
"XP_020895710","XM_021040051.1:41..4744"
"XP_020895706","XM_021040047.1:549..1484"
"XP_020895705","XM_021040046.1:1..822"
"XP_020895704","XM_021040045.1:1..3483"
"XP_020895703","XM_021040044.1:113..1411"
"XP_020895702","XM_021040043.1:1..918"
"XP_020895701","XM_021040042.1:1..2955"
"XP_020895700","XM_021040041.1:1..>3528"
"XP_020895698","XM_021040039.1:48..6197"
"XP_020895697","XM_021040038.1:119..1213"
"XP_020895696","XM_021040037.1:76..825"
"XP_020895699","XM_021040040.1:216..1694"
"XP_020895695","XM_021040036.1:172..1518"
"XP_020895694","XM_021040035.1:52..1362"
"XP_020895691","XM_021040032.1:104..841"
"XP_020895692","XM_021040033.1:104..841"
"XP_020895693","XM_021040034.1:68..805"
"XP_020895690","XM_021040031.1:84..875"
"XP_020895688","XM_021040029.1:245..3274"
"XP_020895689","XM_021040030.1:245..3148"
"XP_020895686","XM_021040027.1:58..1275"
"XP_020895685","XM_021040026.1:113..1774"
"XP_020895687","XM_021040028.1:100..>3132"
"XP_020895684","XM_021040025.1:143..1939"
"XP_020895682","XM_021040023.1:188..826"
"XP_020895681","XM_021040022.1:214..2172"
"XP_020895680","XM_021040021.1:205..1161"
"XP_020895679","XM_021040020.1:94..1014"
"XP_020895678","XM_021040019.1:41..628"
"XP_020895677","XM_021040018.1:1..2571"
"XP_020895675","XM_021040016.1:167..508"
"XP_020895674","XM_021040015.1:1..1491"
"XP_020895676","XM_021040017.1:29..1177"
"XP_020895673","XM_021040014.1:47..1531"
"XP_020895672","XM_021040013.1:81..1496"
"XP_020895671","XM_021040012.1:173..676"
"XP_020895670","XM_021040011.1:105..2318"
"XP_020895669","XM_021040010.1:13..>1236"
"XP_020895667","XM_021040008.1:239..3661"
"XP_020895668","XM_021040009.1:142..3564"
"XP_020895666","XM_021040007.1:13..3996"
"XP_020895664","XM_021040005.1:<1..988"
"XP_020895663","XM_021040004.1:1482"
"XP_020895665","XM_021040006.1:77..>5707"
"XP_020895662","XM_021040003.1:<1..1400"
"XP_020895661","XM_021040002.1:16..942"
"XP_020895660","XM_021040001.1:1..2499"
"XP_020895659","XM_021040000.1:1..708"
"XP_020895658","XM_021039999.1:238..4287"
"XP_020895657","XM_021039998.1:167..5017"
"XP_020895655","XM_021039996.1:1..723"
"XP_020895654","XM_021039995.1:1..966"
"XP_020895653","XM_021039994.1:1..900"
"XP_020895656","XM_021039997.1:<1..738"
"XP_020895652","XM_021039993.1:110..598"
"XP_020895651","XM_021039992.1:59..643"
"XP_020895683","XM_021040024.1:209..1387"
"XP_020895650","XM_021039991.1:2..520"
"XP_020895649","XM_021039990.1:51..>439"
"XP_020895648","XM_021039989.1:69..947"
"XP_020895647","XM_021039988.1:38..700"
"XP_020895646","XM_021039987.1:45..434"
"XP_020895644","XM_021039985.1:62..898"
"XP_020895645","XM_021039986.1:63..899"
"XP_020895643","XM_021039984.1:80..667"
"XP_020895642","XM_021039983.1:95..409"
"XP_020895641","XM_021039982.1:95..409"
"XP_020895640","XM_021039981.1:121..1065"
"XP_020895638","XM_021039979.1:31..1743"
"XP_020895637","XM_021039978.1:78..581"
"XP_020895636","XM_021039977.1:83..4018"
"XP_020895639","XM_021039980.1:546..>1344"
"XP_020895635","XM_021039976.1:121..1563"
"XP_020895633","XM_021039974.1:90..2141"
"XP_020895634","XM_021039975.1:90..2129"
"XP_020895632","XM_021039973.1:1..519"
"XP_020895631","XM_021039972.1:131..616"
"XP_020895630","XM_021039971.1:111..563"
"XP_020895629","XM_021039970.1:146..871"
"XP_020895626","XM_021039967.1:100..945"
"XP_020895627","XM_021039968.1:329..1030"
"XP_020895625","XM_021039966.1:1..4905"
"XP_020895628","XM_021039969.1:1..1044"
"XP_020895624","XM_021039965.1:137..1249"
"XP_020895623","XM_021039964.1:1..1152"
"XP_020895622","XM_021039963.1:62..1237"
"XP_020895621","XM_021039962.1:114..701"
"XP_020895620","XM_021039961.1:105..683"
"XP_020895619","XM_021039960.1:71..658"
"XP_020895618","XM_021039959.1:112..1182"
"XP_020895616","XM_021039957.1:34..1086"
"XP_020895615","XM_021039956.1:145..2922"
"XP_020895614","XM_021039955.1:1..2274"
"XP_020895617","XM_021039958.1:1..522"
"XP_020895613","XM_021039954.1:53..>505"
"XP_020895612","XM_021039953.1:513"
"XP_020895611","XM_021039952.1:225..2111"
"XP_020895610","XM_021039951.1:234..2450"
"XP_020895609","XM_021039950.1:78..6128"
"XP_020895608","XM_021039949.1:1..726"
"XP_020895606","XM_021039947.1:90..1529"
"XP_020895607","XM_021039948.1:1..1443"
"XP_020895602","XM_021039943.1:201..2258"
"XP_020895603","XM_021039944.1:198..2255"
"XP_020895604","XM_021039945.1:179..2236"
"XP_020895605","XM_021039946.1:67..2124"
"XP_020895601","XM_021039942.1:11..1045"
"XP_020895600","XM_021039941.1:357..1010"
"XP_020895599","XM_021039940.1:147..6599"
"XP_020895598","XM_021039939.1:1..2805"
"XP_020895597","XM_021039938.1:1..1377"
"XP_020895596","XM_021039937.1:1..3210"
"XP_020895595","XM_021039936.1:1..2409"
"XP_020895594","XM_021039935.1:125..1981"
"XP_020895592","XM_021039933.1:41..796"
"XP_020895593","XM_021039934.1:1150..1767"
"XP_020895591","XM_021039932.1:73..615"
"XP_020895590","XM_021039931.1:116..442"
"XP_020895588","XM_021039929.1:252..959"
"XP_020895589","XM_021039930.1:189..896"
"XP_020895586","XM_021039927.1:412..1488"
"XP_020895587","XM_021039928.1:158..1234"
"XP_020895585","XM_021039926.1:280..963"
"XP_020895584","XM_021039925.1:7..543"
"XP_020895583","XM_021039924.1:103..1551"
"XP_020895581","XM_021039922.1:15..665"
"XP_020895582","XM_021039923.1:15..665"
"XP_020895579","XM_021039920.1:89..691"
"XP_020895578","XM_021039919.1:95..1324"
"XP_020895577","XM_021039918.1:181..2409"
"XP_020895580","XM_021039921.1:1..666"
"XP_020895575","XM_021039916.1:89..664"
"XP_020895574","XM_021039915.1:1..912"
"XP_020895573","XM_021039914.1:164..1699"
"XP_020895572","XM_021039913.1:89..2368"
"XP_020895571","XM_021039912.1:7..1416"
"XP_020895570","XM_021039911.1:164..3121"
"XP_020895569","XM_021039910.1:69..1469"
"XP_020895567","XM_021039908.1:26..1753"
"XP_020895566","XM_021039907.1:26..1756"
"XP_020895565","XM_021039906.1:35..922"
"XP_020895568","XM_021039909.1:<1..385"
"XP_020895563","XM_021039904.1:41..1714"
"XP_020895564","XM_021039905.1:65..1738"
"XP_020895561","XM_021039902.1:65..2338"
"XP_020895562","XM_021039903.1:41..2296"
"XP_020895560","XM_021039901.1:498..1214"
"XP_020895559","XM_021039900.1:146..895"
"XP_020895558","XM_021039899.1:118..969"
"XP_020895557","XM_021039898.1:379..1083"
"XP_020895555","XM_021039896.1:372..1097"
"XP_020895554","XM_021039895.1:33..371"
"XP_020895556","XM_021039897.1:90..797"
"XP_020895549","XM_021039890.1:107..832"
"XP_020895550","XM_021039891.1:115..828"
"XP_020895551","XM_021039892.1:93..806"
"XP_020895553","XM_021039894.1:135..770"
"XP_020895552","XM_021039893.1:1771..2454"
"XP_020895548","XM_021039889.1:196..1917"
"XP_020895547","XM_021039888.1:106..1950"
"XP_020895546","XM_021039887.1:15..776"
"XP_020895544","XM_021039885.1:53..1159"
"XP_020895543","XM_021039884.1:174..1340"
"XP_020895542","XM_021039883.1:65..2221"
"XP_020895545","XM_021039886.1:81..824"
"XP_020895541","XM_021039882.1:132..1667"
"XP_020895540","XM_021039881.1:1..>978"
"XP_020895539","XM_021039880.1:81..2636"
"XP_020895576","XM_021039917.1:1302..1787"
"XP_020895537","XM_021039878.1:98..6466"
"XP_020895538","XM_021039879.1:98..6298"
"XP_020895536","XM_021039877.1:344..>2791"
"XP_020895535","XM_021039876.1:8..>1193"
"XP_020895534","XM_021039875.1:3..>494"
"XP_020895533","XM_021039874.1:<1..3036"
"XP_020895532","XM_021039873.1:614"
"XP_020895530","XM_021039871.1:290..6388"
"XP_020895531","XM_021039872.1:290..6337"
"XP_020895529","XM_021039870.1:238..1602"
"XP_020895528","XM_021039869.1:291..1568"
"XP_020895527","XM_021039868.1:1..1440"
"XP_020895526","XM_021039867.1:336..1355"
"XP_020895525","XM_021039866.1:137..925"
"XP_020895524","XM_021039865.1:106..594"
"XP_020895523","XM_021039864.1:268..987"
"XP_020895518","XM_021039859.1:261..1052"
"XP_020895520","XM_021039861.1:261..1016"
"XP_020895519","XM_021039860.1:261..1049"
"XP_020895522","XM_021039863.1:261..1013"
"XP_020895517","XM_021039858.1:7..1254"
"XP_020895521","XM_021039862.1:45..1583"
"XP_020895516","XM_021039857.1:196..4533"
"XP_020895515","XM_021039856.1:192..2471"
"XP_020895514","XM_021039855.1:77..1399"
"XP_020895513","XM_021039854.1:1..657"
"XP_020895512","XM_021039853.1:1..738"
"XP_020895511","XM_021039852.1:242..760"
"XP_020895510","XM_021039851.1:1..498"
"XP_020895508","XM_021039849.1:131..3466"
"XP_020895507","XM_021039848.1:85..975"
"XP_020895506","XM_021039847.1:1..558"
"XP_020895509","XM_021039850.1:1..528"
"XP_020895505","XM_021039846.1:84..689"
"XP_020895504","XM_021039845.1:<1..537"
"XP_020895503","XM_021039844.1:1..2607"
"XP_020895501","XM_021039842.1:21..740"
"XP_020895500","XM_021039841.1:60..1073"
"XP_020895499","XM_021039840.1:47..1543"
"XP_020895502","XM_021039843.1:1..981"
"XP_020895498","XM_021039839.1:2..1774"
"XP_020895497","XM_021039838.1:124..3684"
"XP_020895496","XM_021039837.1:105..1064"
"XP_020895495","XM_021039836.1:34..288"
"XP_020895494","XM_021039835.1:78..638"
"XP_020895491","XM_021039832.1:74..943"
"XP_020895490","XM_021039831.1:86..955"
"XP_020895489","XM_021039830.1:175..1380"
"XP_020895492","XM_021039833.1:6..458"
"XP_020895493","XM_021039834.1:6..458"
"XP_020895487","XM_021039828.1:261..4346"
"XP_020895488","XM_021039829.1:78..3629"
"XP_020895486","XM_021039827.1:1..861"
"XP_020895485","XM_021039826.1:222..1304"
"XP_020895484","XM_021039825.1:134..1357"
"XP_020895483","XM_021039824.1:179..4318"
"XP_020895482","XM_021039823.1:80..331"
"XP_020895481","XM_021039822.1:59..1255"
"XP_020895480","XM_021039821.1:491..1516"
"XP_020895479","XM_021039820.1:119..469"
"XP_020895478","XM_021039819.1:1..2022"
"XP_020895477","XM_021039818.1:50..1882"
"XP_020895476","XM_021039817.1:1..3738"
"XP_020895475","XM_021039816.1:1..1062"
"XP_020895474","XM_021039815.1:1..1029"
"XP_020895473","XM_021039814.1:110..3751"
"XP_020895470","XM_021039811.1:1..525"
"XP_020895469","XM_021039810.1:89..5638"
"XP_020895468","XM_021039809.1:1..672"
"XP_020895467","XM_021039808.1:134..4981"
"XP_020895466","XM_021039807.1:290..>1873"
"XP_020895465","XM_021039806.1:1..2955"
"XP_020895464","XM_021039805.1:1..2226"
"XP_020895463","XM_021039804.1:1..477"
"XP_020895462","XM_021039803.1:1..2952"
"XP_020895461","XM_021039802.1:59..2428"
"XP_020895460","XM_021039801.1:89..3679"
"XP_020895459","XM_021039800.1:1..6408"
"XP_020895458","XM_021039799.1:1..3969"
"XP_020895457","XM_021039798.1:1..2661"
"XP_020895456","XM_021039797.1:1..3741"
"XP_020895455","XM_021039796.1:1..798"
"XP_020895454","XM_021039795.1:51..3311"
"XP_020895453","XM_021039794.1:268..933"
"XP_020895452","XM_021039793.1:229..>1359"
"XP_020895451","XM_021039792.1:50..6811"
"XP_020895450","XM_021039791.1:1..2910"
"XP_020895449","XM_021039790.1:57..1031"
"XP_020895448","XM_021039789.1:287..1255"
"XP_020895447","XM_021039788.1:285..1040"
"XP_020895443","XM_021039784.1:17..1471"
"XP_020895444","XM_021039785.1:122..1528"
"XP_020895445","XM_021039786.1:38..1444"
"XP_020895446","XM_021039787.1:301..1707"
"XP_020895442","XM_021039783.1:255..1082"
"XP_020895441","XM_021039782.1:336..1040"
"XP_020895440","XM_021039781.1:8..1408"
"XP_020895439","XM_021039780.1:197..634"
"XP_020895438","XM_021039779.1:46..1002"
"XP_020895472","XM_021039813.1:84..1010"
"XP_020895437","XM_021039778.1:139..1017"
"XP_020895436","XM_021039777.1:121..1203"
"XP_020895434","XM_021039775.1:41..2911"
"XP_020895435","XM_021039776.1:41..2818"
"XP_020895432","XM_021039773.1:182..3682"
"XP_020895433","XM_021039774.1:182..3391"
"XP_020895431","XM_021039772.1:1..1014"
"XP_020895430","XM_021039771.1:15..2792"
"XP_020895429","XM_021039770.1:58..1071"
"XP_020895428","XM_021039769.1:1..1302"
"XP_020895427","XM_021039768.1:67..603"
"XP_020895426","XM_021039767.1:287..1255"
"XP_020895425","XM_021039766.1:861..1712"
"XP_020895423","XM_021039764.1:248..3253"
"XP_020895424","XM_021039765.1:248..3115"
"XP_020895421","XM_021039762.1:179..3241"
"XP_020895422","XM_021039763.1:192..3254"
"XP_020895420","XM_021039761.1:70..528"
"XP_020895419","XM_021039760.1:83..703"
"XP_020895418","XM_021039759.1:145..1776"
"XP_020895417","XM_021039758.1:3..1526"
"XP_020895416","XM_021039757.1:393..935"
"XP_020895415","XM_021039756.1:91..1785"
"XP_020895414","XM_021039755.1:7..1020"
"XP_020895413","XM_021039754.1:206..1015"
"XP_020895412","XM_021039753.1:65..1354"
"XP_020895411","XM_021039752.1:43..945"
"XP_020895410","XM_021039751.1:85..1038"
"XP_020895409","XM_021039750.1:26..889"
"XP_020895407","XM_021039748.1:129..1313"
"XP_020895408","XM_021039749.1:302..1435"
"XP_020895406","XM_021039747.1:1410..2630"
"XP_020895405","XM_021039746.1:1410..2633"
"XP_020895404","XM_021039745.1:255..2264"
"XP_020895403","XM_021039744.1:99..470"
"XP_020895402","XM_021039743.1:89..493"
"XP_020895401","XM_021039742.1:62..748"
"XP_020895399","XM_021039740.1:411..1151"
"XP_020895400","XM_021039741.1:65..772"
"XP_020895398","XM_021039739.1:213..968"
"XP_020895395","XM_021039736.1:96..2174"
"XP_020895394","XM_021039735.1:104..2185"
"XP_020895396","XM_021039737.1:332..2374"
"XP_020895397","XM_021039738.1:99..2141"
"XP_020895393","XM_021039734.1:231..1133"
"XP_020895392","XM_021039733.1:64..1548"
"XP_020895391","XM_021039732.1:103..1584"
"XP_020895390","XM_021039731.1:115..2910"
"XP_020895389","XM_021039730.1:94..1845"
"XP_020895388","XM_021039729.1:30..1709"
"XP_020895387","XM_021039728.1:120..2345"
"XP_020895386","XM_021039727.1:19..606"
"XP_020895385","XM_021039726.1:98..5917"
"XP_020895384","XM_021039725.1:127..1068"
"XP_020895382","XM_021039723.1:2..1603"
"XP_020895381","XM_021039722.1:1..5412"
"XP_020895380","XM_021039721.1:315..863"
"XP_020895383","XM_021039724.1:117..722"
"XP_020895379","XM_021039720.1:139..1869"
"XP_020895378","XM_021039719.1:18..584"
"XP_020895376","XM_021039717.1:99..647"
"XP_020895377","XM_021039718.1:99..581"
"XP_020895374","XM_021039715.1:3..698"
"XP_020895375","XM_021039716.1:3..698"
"XP_020895373","XM_021039714.1:195..1301"
"XP_020895371","XM_021039712.1:1..2238"
"XP_020895370","XM_021039711.1:104..790"
"XP_020895369","XM_021039710.1:52..969"
"XP_020895372","XM_021039713.1:573..1025"
"XP_020895368","XM_021039709.1:25..1257"
"XP_020895367","XM_021039708.1:58..1293"
"XP_020895366","XM_021039707.1:122..1465"
"XP_020895364","XM_021039705.1:1..1404"
"XP_020895362","XM_021039703.1:111..1757"
"XP_020895363","XM_021039704.1:111..1754"
"XP_020895361","XM_021039702.1:429..3044"
"XP_020895359","XM_021039700.1:118..3045"
"XP_020895358","XM_021039699.1:297..4523"
"XP_020895360","XM_021039701.1:355..1518"
"XP_020895355","XM_021039696.1:115..903"
"XP_020895356","XM_021039697.1:118..870"
"XP_020895357","XM_021039698.1:113..760"
"XP_020895354","XM_021039695.1:387..2009"
"XP_020895353","XM_021039694.1:62..1066"
"XP_020895352","XM_021039693.1:242..1798"
"XP_020895350","XM_021039691.1:93..2141"
"XP_020895351","XM_021039692.1:187..1848"
"XP_020895349","XM_021039690.1:117..2363"
"XP_020895347","XM_021039688.1:124..2898"
"XP_020895348","XM_021039689.1:413..3187"
"XP_020895346","XM_021039687.1:61..933"
"XP_020895345","XM_021039686.1:166..1698"
"XP_020895344","XM_021039685.1:330..11714"
"XP_020895343","XM_021039684.1:191..5152"
"XP_020895342","XM_021039683.1:159..5132"
"XP_020895340","XM_021039681.1:118..1137"
"XP_020895338","XM_021039679.1:118..1203"
"XP_020895339","XM_021039680.1:118..1149"
"XP_020895337","XM_021039678.1:56..349"
"XP_020895341","XM_021039682.1:8..>4643"
"XP_020895336","XM_021039677.1:306..3308"
"XP_020895335","XM_021039676.1:60..>342"
"XP_020895334","XM_021039675.1:<1..502"
"XP_020895333","XM_021039674.1:1..>629"
"XP_020895332","XM_021039673.1:1..1287"
"XP_020895331","XM_021039672.1:15..374"
"XP_020895329","XM_021039670.1:1..>2345"
"XP_020895328","XM_021039669.1:223..>964"
"XP_020895327","XM_021039668.1:145..2775"
"XP_020895330","XM_021039671.1:1..2145"
"XP_020895326","XM_021039667.1:82..4773"
"XP_020895325","XM_021039666.1:39..965"
"XP_020895324","XM_021039665.1:77..2542"
"XP_020895323","XM_021039664.1:1..933"
"XP_020895322","XM_021039663.1:111..1403"
"XP_020895321","XM_021039662.1:1..876"
"XP_020895320","XM_021039661.1:1..1686"
"XP_020895319","XM_021039660.1:1..2238"
"XP_020895318","XM_021039659.1:1..339"
"XP_020895317","XM_021039658.1:1..1599"
"XP_020895316","XM_021039657.1:276..2477"
"XP_020895315","XM_021039656.1:1..558"
"XP_020895314","XM_021039655.1:1..1128"
"XP_020895313","XM_021039654.1:150..1184"
"XP_020895312","XM_021039653.1:35..1489"
"XP_020895311","XM_021039652.1:6..902"
"XP_020895309","XM_021039650.1:11..571"
"XP_020895308","XM_021039649.1:219..458"
"XP_020895307","XM_021039648.1:192..758"
"XP_020895310","XM_021039651.1:100..1122"
"XP_020895306","XM_021039647.1:67..591"
"XP_020895304","XM_021039645.1:65..2494"
"XP_020895305","XM_021039646.1:65..2494"
"XP_020895303","XM_021039644.1:227..820"
"XP_020895302","XM_021039643.1:34..702"
"XP_020895300","XM_021039641.1:319..729"
"XP_020895299","XM_021039640.1:138..455"
"XP_020895298","XM_021039639.1:133..861"
"XP_020895301","XM_021039642.1:135..>1187"
"XP_020895297","XM_021039638.1:19..957"
"XP_020895295","XM_021039636.1:278..1291"
"XP_020895296","XM_021039637.1:86..1099"
"XP_020895294","XM_021039635.1:199..813"
"XP_020895292","XM_021039633.1:190..2412"
"XP_020895291","XM_021039632.1:70..1761"
"XP_020895290","XM_021039631.1:115..765"
"XP_020895288","XM_021039629.1:98..1099"
"XP_020895287","XM_021039628.1:64..1032"
"XP_020895286","XM_021039627.1:224..>1954"
"XP_020895289","XM_021039630.1:1..5583"
"XP_020895285","XM_021039626.1:1..435"
"XP_020895284","XM_021039625.1:1..585"
"XP_020895283","XM_021039624.1:10..>741"
"XP_020895282","XM_021039623.1:368"
"XP_020895281","XM_021039622.1:1..813"
"XP_020895276","XM_021039617.1:2852..5527"
"XP_020895278","XM_021039619.1:378..3053"
"XP_020895279","XM_021039620.1:174..2849"
"XP_020895280","XM_021039621.1:2852..5524"
"XP_020895275","XM_021039616.1:184..705"
"XP_020895274","XM_021039615.1:84..1229"
"XP_020895277","XM_021039618.1:15..674"
"XP_020895273","XM_021039614.1:930..1820"
"XP_020895272","XM_021039613.1:135..560"
"XP_020895271","XM_021039612.1:88..957"
"XP_020895270","XM_021039611.1:103..1017"
"XP_020895269","XM_021039610.1:58..1476"
"XP_020895268","XM_021039609.1:95..778"
"XP_020895266","XM_021039607.1:1..912"
"XP_020895265","XM_021039606.1:1..393"
"XP_020895267","XM_021039608.1:1..5739"
"XP_020895264","XM_021039605.1:1..1443"
"XP_020895263","XM_021039604.1:3..902"
"XP_020895262","XM_021039603.1:1..984"
"XP_020895261","XM_021039602.1:1..261"
"XP_020895260","XM_021039601.1:1..3759"
"XP_020895259","XM_021039600.1:10..1281"
"XP_020895258","XM_021039599.1:50..958"
"XP_020895256","XM_021039597.1:1..1698"
"XP_020895255","XM_021039596.1:165..911"
"XP_020895254","XM_021039595.1:1..693"
"XP_020895257","XM_021039598.1:1..1995"
"XP_020895253","XM_021039594.1:1..603"
"XP_020895252","XM_021039593.1:77..595"
"XP_020895250","XM_021039591.1:268..1038"
"XP_020895251","XM_021039592.1:289..1059"
"XP_020895249","XM_021039590.1:113..1114"
"XP_020895248","XM_021039589.1:53..355"
"XP_020895247","XM_021039588.1:25..>267"
"XP_020895246","XM_021039587.1:402..1664"
"XP_020895244","XM_021039585.1:247..1470"
"XP_020895243","XM_021039584.1:67..432"
"XP_020895242","XM_021039583.1:119..850"
"XP_020895245","XM_021039586.1:286..723"
"XP_020895241","XM_021039582.1:51..1799"
"XP_020895240","XM_021039581.1:40..2004"
"XP_020895239","XM_021039580.1:55..5109"
"XP_020895238","XM_021039579.1:66..512"
"XP_020895237","XM_021039578.1:12..1379"
"XP_020895235","XM_021039576.1:499..2013"
"XP_020895236","XM_021039577.1:499..1977"
"XP_020895233","XM_021039574.1:11..7057"
"XP_020895232","XM_021039573.1:11..7066"
"XP_020895231","XM_021039572.1:11..7069"
"XP_020895230","XM_021039571.1:11..7072"
"XP_020895234","XM_021039575.1:1..1710"
"XP_020895229","XM_021039570.1:14..1168"
"XP_020895228","XM_021039569.1:98..1114"
"XP_020895227","XM_021039568.1:123..1514"
"XP_020895226","XM_021039567.1:61..1632"
"XP_020895225","XM_021039566.1:3..1331"
"XP_020895224","XM_021039565.1:365..979"
"XP_020895221","XM_021039562.1:439..1071"
"XP_020895222","XM_021039563.1:53..685"
"XP_020895220","XM_021039561.1:83..550"
"XP_020895219","XM_021039560.1:88..1389"
"XP_020895223","XM_021039564.1:1..1692"
"XP_020895215","XM_021039556.1:115..1299"
"XP_020895217","XM_021039558.1:115..1122"
"XP_020895216","XM_021039557.1:115..1296"
"XP_020895214","XM_021039555.1:230..1624"
"XP_020895213","XM_021039554.1:73..5238"
"XP_020895212","XM_021039553.1:1..1917"
"XP_020895211","XM_021039552.1:14..1921"
"XP_020895209","XM_021039550.1:200..1699"
"XP_020895208","XM_021039549.1:14..1921"
"XP_020895206","XM_021039547.1:1..1545"
"XP_020895207","XM_021039548.1:1..1542"
"XP_020895210","XM_021039551.1:1..1062"
"XP_020895205","XM_021039546.1:191..2230"
"XP_020895204","XM_021039545.1:16..1803"
"XP_020895203","XM_021039544.1:259..4740"
"XP_020895202","XM_021039543.1:6..1943"
"XP_020895201","XM_021039542.1:1..1014"
"XP_020895200","XM_021039541.1:1..948"
"XP_020895199","XM_021039540.1:5..766"
"XP_020895197","XM_021039538.1:1..696"
"XP_020895196","XM_021039537.1:235..25773"
"XP_020895195","XM_021039536.1:341..3424"
"XP_020895198","XM_021039539.1:1..999"
"XP_020895194","XM_021039535.1:136..735"
"XP_020895193","XM_021039534.1:1..1197"
"XP_020895192","XM_021039533.1:280..19926"
"XP_020895191","XM_021039532.1:50..1603"
"XP_020895190","XM_021039531.1:93..1037"
"XP_020895189","XM_021039530.1:16..2937"
"XP_020895188","XM_021039529.1:98..1114"
"XP_020895186","XM_021039527.1:52..1734"
"XP_020895184","XM_021039525.1:49..1524"
"XP_020895185","XM_021039526.1:50..1522"
"XP_020895187","XM_021039528.1:1..3276"
"XP_020895182","XM_021039523.1:261..4334"
"XP_020895181","XM_021039522.1:994..5256"
"XP_020895183","XM_021039524.1:550..4299"
"XP_020895180","XM_021039521.1:97..3156"
"XP_020895365","XM_021039706.1:60..1115"
"XP_020895293","XM_021039634.1:60..1283"
"XP_020895218","XM_021039559.1:60..1283"
"XP_020895179","XM_021039520.1:1..1149"
"XP_020895178","XM_021039519.1:159..11126"
"XP_020895177","XM_021039518.1:30..1004"
"XP_020895176","XM_021039517.1:191..1240"
"XP_020895174","XM_021039515.1:1..>769"
"XP_020895173","XM_021039514.1:1..>352"
"XP_020895175","XM_021039516.1:1..981"
"XP_020895172","XM_021039513.1:67..450"
